Age of company (years),Internet Activity Score,Employee Count,"Team Size Growth (0: No, 1: Yes)",Last Funding Amount ($),Country of company,Continent of company,Investors in Seed,Investors in Angel/VC,Number of Co-founders,Number of Advisors,Senior Leadership Team Size,Total Team Size,"Top Angel/VC in Previous Round (0: No, 1: Yes)",Number of Repeat Investors,Sales Support Material Count,"Worked in Top Companies (0: No, 1: Yes)",Average Past Company Size,"Part of Startups Before (0: No, 1: Yes)","Part of Successful Startups Before (0: No, 1: Yes)","Partner in Big 5 Consulting (0: No, 1: Yes)","Has Consulting Experience (0: No, 1: Yes)","Product or Service Company (0: Product, 1: Service)","Vertical Focus (0: Single, 1: Multiple)","Data Focus (0: Private, 1: Public)","Consumer Data Focus (0: No, 1: Yes)","Data Structure (0: Structured, 1: Unstructured)","Subscription Based (0: No, 1: Yes)","Cloud Based (0: No, 1: Yes)","Market Reach (0: Local, 1: Global)",Random Feature 1,Random Feature 2,Random Feature 3,Random Feature 4,Random Feature 5,Random Feature 6,Random Feature 7,Random Feature 8,Random Feature 9,Random Feature 10,Random Feature 11,Random Feature 12,Random Feature 13,Random Feature 14,Random Feature 15,Random Feature 16,Random Feature 17,Random Feature 18,Random Feature 19,Random Feature 20,Random Feature 21,Random Feature 22,Random Feature 23,Random Feature 24,Random Feature 25,Random Feature 26,Random Feature 27,Random Feature 28,Random Feature 29,Random Feature 30,Random Feature 31,Random Feature 32,Random Feature 33,Random Feature 34,Random Feature 35,Random Feature 36,Random Feature 37,Random Feature 38,Random Feature 39,Random Feature 40,Random Feature 41,Random Feature 42,Random Feature 43,Random Feature 44,Random Feature 45,Random Feature 46,Random Feature 47,Random Feature 48,Random Feature 49,Random Feature 50,Random Feature 51,Random Feature 52,Random Feature 53,Random Feature 54,Random Feature 55,Random Feature 56,Random Feature 57,Random Feature 58,Random Feature 59,Random Feature 60,Random Feature 61,Random Feature 62,Random Feature 63,Random Feature 64,Random Feature 65,Random Feature 66,Random Feature 67,Random Feature 68,Random Feature 69,Random Feature 70,Random Feature 71,Random Feature 72,Random Feature 73,Random Feature 74,Random Feature 75,Random Feature 76,Random Feature 77,Random Feature 78,Random Feature 79,Random Feature 80,Random Feature 81,Random Feature 82,Random Feature 83,Random Feature 84,Random Feature 85,Random Feature 86,Random Feature 87,Random Feature 88,Random Feature 89,Random Feature 90,Random Feature 91,Random Feature 92,Random Feature 93,Random Feature 94,Random Feature 95,Random Feature 96,Random Feature 97,Random Feature 98,Random Feature 99,Random Feature 100,Random Feature 101,Random Feature 102,Random Feature 103,Random Feature 104,Random Feature 105,Random Feature 106,Random Feature 107,Random Feature 108,Random Feature 109,Random Feature 110,Random Feature 111,Random Feature 112,Random Feature 113,Random Feature 114,Random Feature 115,Random Feature 116,Random Feature 117,Random Feature 118,Random Feature 119,Random Feature 120,Customer Retention Rate (%),Monthly Web Traffic,Customer Feedback Score (out of 10),Mobile App Daily Active Users,Annual Marketing Spend ($),Customer Acquisition Cost ($),Average Customer Lifetime (months),Profit Margin (%),Operational Efficiency Score (out of 10),Average Transaction Value ($),Monthly Subscription Renewal Rate (%),Social Media Engagement Rate (%),Email Campaign Success Rate (%),Product Return Rate (%),Helpdesk First Response Time (hours),Inventory Turnover Ratio,Fixed Asset Turnover Ratio,Equity Multiplier,Debt-to-Equity Ratio,Earnings Before Interest and Taxes ($),Net Income ($),Total Assets ($),Total Liabilities ($),Current Ratio,Quick Ratio,Cash Ratio,Gross Profit Margin (%),Operating Profit Margin (%),Return on Assets (%),Return on Equity (%),Return on Investments (%),Asset Turnover Ratio,Inventory to Sales Ratio,Days Sales Outstanding,Days Payable Outstanding,Days Inventory Outstanding,Total Debt Ratio,Long-Term Debt to Capitalization (%),Interest Coverage Ratio,Cash Flow to Debt Ratio,Company Efficiency Ratio,Reinvestment Rate (%),Financial Leverage Multiplier,"Blockchain Technology Adoption (0: No, 1: Yes)","Uses Artificial Intelligence (0: No, 1: Yes)","Augmented Reality Features (0: No, 1: Yes)","Virtual Reality Integration (0: No, 1: Yes)","IoT Capabilities (0: No, 1: Yes)"
5,64,77,0,1089526.2449313165,China,North America,5,7,1,4,8,4,0,2,10,1,5,0,0,0,1,1,1,1,0,0,1,1,1,1,9,6,10,2,7,1,2,4,10,6,9,6,4,5,7,8,9,5,6,4,7,9,7,10,10,8,10,2,10,2,1,2,5,1,5,10,5,1,9,1,9,7,2,7,7,8,5,7,1,3,5,4,6,7,4,3,6,5,1,4,1,5,10,4,9,8,10,5,5,9,8,6,5,9,4,6,9,2,6,10,9,1,10,8,9,1,4,1,9,8,2,10,1,3,2,10,8,3,7,3,6,5,7,5,1,4,7,9,2,5,7,7,7,7,1,4,2,8,9,74.88793010092616,927072,9.201191478138613,45972,115902.44894470608,47.2136538446936,6,11.535659141577064,7.313495386219522,103.4150422721494,67.10682817080207,3.7693690622159983,39.84095251434762,6.847671329153064,2.970598602150002,4.605608771001788,4.018544558673262,1.0633005997479115,1.0763362721353014,65429.52379779002,11299.689278414266,4493832.077242138,2028424.4038695209,2.582215941176988,0.5634350329833957,0.35471191517453204,40.976568547134306,19.683588230889363,17.105755791794174,24.526161759348152,23.008518975451498,1.324911398785979,0.3971661575522546,40,26,73,0.38340711514882914,23.15495235190365,7.1286738846741615,0.5623936089114083,62.254538224896436,53.77256670013051,2.5093709669744984,1,1,0,1,0
7,61,47,0,551483.091683802,India,Asia,5,6,4,10,10,5,0,2,8,0,7,1,1,0,1,0,1,1,0,0,1,0,1,10,1,1,5,5,3,5,9,9,8,2,5,5,6,2,4,9,6,9,6,8,3,10,7,2,2,5,2,10,4,6,5,5,4,1,10,3,3,4,10,8,1,10,4,7,7,7,5,4,10,5,10,1,9,2,4,5,3,6,2,1,8,7,10,3,9,2,8,2,10,10,5,9,8,4,8,3,7,1,3,8,7,5,6,7,2,1,10,5,7,10,5,2,10,8,10,1,4,9,7,6,8,2,9,10,8,9,5,9,5,3,3,10,10,7,2,10,4,8,3,84.48193775281503,968513,8.9436623764123,31269,97707.85146687896,51.070289696598174,58,12.737185096566161,7.388304990737902,85.44058285480385,65.44131881397867,13.419961867104401,28.1121567816305,3.1678990316354314,2.9303698457791403,5.988166010825637,2.868125869016934,1.2547969695340104,1.7362160167354503,78394.84851996627,11720.998154677021,5045048.673771135,1615948.3274004275,1.368549957377109,1.491654081408213,0.29128207139692,36.60361199535016,26.64643633689584,7.570453125429266,14.732672288970312,19.09742839451679,1.6366282442367814,0.29689126960249956,73,31,48,0.66418569284733,31.77623465702333,2.1316792038398953,0.41572827860153466,91.88848297955616,37.21068642808114,1.7597754476410603,0,0,1,1,0
10,55,459,0,1948109.7072770072,UK,Europe,2,8,3,1,2,9,1,1,1,0,4,0,1,1,1,1,0,0,1,0,0,0,0,8,2,3,8,9,7,5,7,4,8,6,8,4,4,6,8,7,5,7,1,7,2,2,4,4,4,8,2,1,10,9,1,3,9,6,10,6,8,6,4,2,8,4,6,5,10,3,7,8,6,3,1,10,6,8,1,4,5,4,3,8,1,6,2,5,6,10,4,4,1,6,1,6,4,6,1,9,2,8,1,8,9,3,8,9,8,5,8,10,3,2,4,10,4,2,7,4,2,5,7,10,3,10,7,10,3,3,10,3,8,9,5,3,1,2,1,7,2,8,1,56.074068288168654,659875,7.4836946878954365,41949,123836.65578171334,73.47872173530925,19,12.30367100649897,5.391371883317354,117.49400220989205,66.45990164647415,14.524696815686838,33.28456208228006,1.0088655308735133,0.8082690848357239,6.549970070112125,4.166226947040317,1.9819902957713917,0.9375982666992488,51346.188095720805,8841.930032338045,5637010.794745374,1783104.3907358956,2.223337626232541,1.3228322668584482,0.4104230079610796,20.50102706927971,35.758756528062925,11.378017659599378,27.790860253986956,20.616903438207217,1.0401820668854018,0.3518071519684324,66,41,47,0.6234502587869422,28.739690582442236,6.077259321191409,0.64673542518665,63.267198143280176,66.45295738660114,1.6421911603761818,0,1,0,1,1
10,27,279,0,1400448.9852511054,China,North America,6,8,4,1,6,8,0,6,5,0,10,0,0,0,0,1,0,0,1,0,1,0,1,2,3,2,7,7,2,4,3,2,7,1,3,8,2,7,8,7,6,8,3,4,9,3,1,6,6,8,4,10,9,4,7,8,10,10,5,9,6,4,3,9,8,8,10,8,10,5,7,5,1,2,4,7,1,5,8,8,7,6,6,1,2,8,7,5,9,7,8,6,5,1,3,10,10,2,4,5,2,7,10,10,10,6,5,4,2,2,5,10,3,5,4,8,10,10,2,2,7,4,8,6,6,1,10,9,6,7,9,10,4,9,8,1,2,3,4,5,10,9,6,53.28774912971955,318833,8.298043712799927,59567,66478.88947171143,36.09551099279535,6,12.74933776246828,9.129857129981826,127.53465022809993,81.25634089963272,4.433895068852477,12.713513449775757,4.871756086775744,0.8710107592769798,7.123304500978373,4.678215132113935,2.025594059330647,1.8315628195661704,95304.65439417055,12066.934148052052,3629119.3340185527,2440287.0888581034,1.9449391222628163,0.763688906355332,0.30404769566365,28.88269617889062,34.30355042781902,10.880850363012536,7.197682283338132,18.213528089271623,1.4371123666793844,0.3723913602876837,43,34,60,0.6619325416030293,11.018340145447546,7.579523644346056,0.7210684462906005,71.30528404344976,75.60043782063899,2.5982780472637796,1,0,0,1,1
16,5,42,0,1643015.446778077,UK,North America,4,2,3,2,5,2,0,3,10,1,9,1,0,0,0,1,1,1,0,1,1,1,1,5,6,7,7,5,5,4,3,4,7,10,3,8,1,10,10,6,9,10,3,7,9,5,2,5,6,5,10,7,2,5,5,5,1,5,10,2,4,6,1,1,5,9,10,1,7,4,5,2,4,7,1,1,9,7,4,7,5,2,7,10,10,7,3,2,6,4,8,5,7,7,9,3,3,3,6,10,1,5,2,9,5,2,3,1,4,9,10,7,8,6,7,2,1,8,4,5,5,7,2,3,10,4,3,5,7,4,2,7,5,9,5,3,8,2,5,6,8,8,10,93.44880136647734,384274,5.333494396899361,14413,107951.54311492095,58.77161326453337,51,46.454659771435196,6.496577564267646,74.15893252287651,89.93954901798531,6.30226096717704,33.5394432132524,2.1951049134813245,1.9533812011710023,10.966250943371186,2.188493904333676,1.2067214399349555,1.622230136874429,73921.3595972922,10714.933808330681,5063589.923410134,2352992.868375876,1.8684636982585066,1.364287697701395,0.6664233237160766,45.253479667559205,29.271977551007605,17.085199195464313,19.388971217865915,7.49256992350875,1.1759884745838942,0.38587032750997874,72,49,42,0.7048343583148156,30.451952638372934,7.098203043528059,0.49044620051874155,84.00055533293727,63.027627076567825,1.2216433565021976,1,0,1,1,1
13,39,442,1,626705.8452442954,Germany,North America,6,5,3,5,4,6,0,3,9,0,4,0,1,1,1,1,1,0,1,0,1,0,1,1,7,8,4,10,7,7,7,2,1,8,2,2,10,8,3,5,9,3,7,1,3,10,3,8,4,6,3,5,1,3,10,10,5,10,2,9,10,1,4,10,6,5,5,8,1,2,3,7,5,2,10,10,1,4,3,4,6,1,2,7,8,8,1,3,5,7,10,10,10,2,2,6,6,5,7,3,5,5,1,6,10,5,9,1,2,3,4,3,8,4,5,5,1,10,2,7,8,7,4,2,7,3,1,7,10,8,4,10,4,7,6,6,9,5,2,9,2,3,1,88.8396932945601,858640,6.965554756826444,50944,111684.54490621663,45.08842574964004,30,34.515216224365204,7.029536992499052,109.6195545816846,63.666715966942526,11.606001727431746,31.887799984326396,2.409513267892284,1.7223857673203575,10.348972161889932,2.1346145101526797,1.4103931213838878,1.0409866701055746,125439.28810164105,11752.926630721666,3447791.2217302313,2127706.9508503815,2.622472418692353,1.4524030451317673,0.22298143620853744,57.931614380086685,29.29715901423855,8.519780026501085,7.711488637139478,7.224925834305758,0.934745982268558,0.21167684024540737,51,42,67,0.3209227249781203,30.616956073865204,8.940909956422132,0.6960642891410624,92.33748939858435,45.088855198453906,2.8494666252984073,0,0,0,0,0
18,61,267,0,665899.7759028481,Germany,Europe,2,9,1,8,6,1,0,1,8,1,5,0,1,1,1,0,0,1,1,0,0,0,0,7,1,5,7,10,1,9,6,7,7,10,8,2,10,5,5,2,3,1,6,2,8,5,8,10,2,3,4,5,1,10,3,1,2,6,3,9,10,10,7,4,4,10,9,9,3,5,10,9,2,2,2,2,2,8,9,5,8,2,2,1,6,3,9,3,1,1,3,8,7,6,5,1,6,7,3,3,8,5,6,3,6,4,10,5,7,1,10,8,7,1,9,7,4,10,6,1,3,1,10,2,1,10,2,1,7,8,4,4,2,8,9,2,4,10,6,8,2,3,2,61.766861357929116,700609,8.90251979280983,75799,112266.4839133,54.86817257527008,44,36.19153062963513,5.658244638065958,104.12357613669671,76.48539251309893,9.639538380633525,15.51086483696241,3.822371858010858,0.5630569583248186,4.0628044753670896,4.296500636001188,2.9105642364992645,1.5516554647176972,93965.55326632374,13151.247710945738,4774993.708068132,1924360.4403717066,1.593639143023409,0.6818068066349647,0.2249617531316369,36.60926313871574,20.225261192930084,13.029911368211433,20.493024084110733,19.89205659658881,1.586169434476117,0.3538556207857725,63,42,56,0.5152491234463796,17.637764779401678,8.003313402105263,0.8602640180247381,88.4402437061895,62.69732980409801,2.1293119916345016,0,0,1,0,0
9,99,85,1,1390361.2917974489,UK,Asia,8,8,1,5,3,2,0,4,5,0,2,1,1,1,0,0,0,1,1,1,1,0,1,3,9,5,4,6,10,8,4,5,1,5,1,9,10,8,7,10,10,7,4,1,7,2,7,4,6,2,9,7,1,7,10,6,2,8,6,9,6,1,7,4,7,9,1,3,2,8,10,7,2,3,6,9,3,3,2,5,6,7,1,3,8,8,7,8,4,2,5,5,4,1,10,5,10,5,3,2,6,8,1,7,9,5,4,1,2,6,4,7,3,3,8,1,9,5,8,10,1,5,1,9,5,8,3,4,2,10,4,6,9,5,9,9,6,1,5,1,8,5,7,58.6763118891887,446812,6.136942891762155,17034,65512.31136831739,52.79414650428744,21,32.309969070187954,9.202517966795726,77.30798052893051,71.74679353394818,6.2680009569463735,13.005782932646794,4.331408136140339,2.9978736244435367,7.341772528250992,3.8635319505355756,1.141691648711113,1.1139358515447508,102817.92326102499,13020.392834538465,6524019.937856333,1907998.5215372262,2.634299911718907,1.317594853346216,0.37036748945325115,46.57195161325302,31.853226999781956,6.354080049961448,25.33182904158019,23.876076383117923,1.2590306779694773,0.3910429678785613,88,46,92,0.5954977193232313,35.93992082934308,9.03450666850395,0.9637640892980999,81.34021168274106,74.41844994679076,1.7419761664353892,0,1,0,0,0
17,10,99,0,1600063.7201104008,Germany,North America,9,1,4,3,6,4,0,10,7,0,1,0,1,1,0,1,1,0,1,0,0,1,1,10,5,4,7,2,4,5,5,4,6,3,4,1,3,8,8,10,9,8,9,6,2,8,1,1,2,8,5,6,4,4,6,9,10,1,5,7,5,6,5,7,9,3,7,7,5,3,6,8,8,6,7,9,2,8,1,5,7,9,10,3,8,9,8,5,9,6,4,9,10,1,3,3,6,8,10,3,7,10,4,1,9,2,3,4,5,9,9,10,3,2,2,9,1,5,6,2,10,6,6,8,3,1,5,7,1,1,2,2,10,5,9,8,7,4,9,4,3,6,3,63.196603354334265,715500,6.522064520226319,73257,90198.59675515695,62.93487195608337,19,26.030946634801143,6.9659915870181575,118.11735084249209,94.39236499832163,15.733912502326236,14.138503094621923,4.345076412637232,0.937631638506098,4.24764451340625,3.021745017735372,1.4105359293513713,1.364449497962633,59108.01905024645,10966.925277334187,6738385.02997389,1971041.5953262546,1.5388601572306155,1.4752127720707573,0.46738521710726566,24.839261092747925,35.62033232058552,5.221148952397077,26.572532533403983,15.552672776402774,1.547639517800861,0.29033672809478084,73,41,35,0.6397577853979136,11.487573363965403,8.52592204786971,0.8591641584069143,80.38344609492609,57.5893193920812,2.0008826446737693,1,1,1,1,1
10,8,231,0,1935409.2261602134,Germany,Europe,2,2,2,4,10,6,0,9,6,0,1,1,1,0,1,0,1,0,0,1,1,1,0,6,7,9,9,8,7,5,7,8,5,1,7,1,2,10,7,6,4,10,1,3,1,5,6,5,6,1,6,10,7,10,4,10,1,5,4,10,5,7,7,4,8,6,6,5,3,3,3,4,7,4,8,10,2,3,5,8,8,1,10,5,5,3,9,10,8,1,9,4,1,5,7,7,4,1,9,3,4,2,3,9,6,7,2,4,10,9,9,9,3,8,10,10,2,3,3,6,3,1,8,8,4,1,7,10,1,6,2,1,1,5,6,1,5,5,5,8,10,6,1,59.64754021013993,983277,9.18748538933811,91926,113892.21755330016,41.49158901684856,19,24.85398630780876,9.765744400965794,63.02736526670919,88.83739549690088,12.088231338966873,39.89852573632781,4.927147471160695,2.9563971204675124,9.848544540433647,5.172876682543421,1.2647255268698359,1.2537166394932175,78583.3891132994,11024.67629949996,4955711.404222458,2660053.261455812,1.4803212395839858,1.175132391575358,0.3237482992023919,38.41174474229472,34.51004367880121,8.746596708857123,27.66594961052514,20.71135779818449,1.418895397059963,0.24191392595363764,87,48,102,0.6018080278309611,11.449486147819298,6.790035316736175,0.5318447160901565,69.61688732492544,76.52891585144991,1.2241274731393812,0,0,0,0,1
9,16,131,1,744597.0411743572,UK,Asia,1,3,3,5,3,10,1,8,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,5,9,4,4,3,6,8,4,2,2,8,7,5,10,3,7,8,4,9,1,7,4,3,1,3,10,3,8,2,6,2,10,6,4,6,2,1,4,10,8,6,2,3,10,4,5,8,2,9,7,8,3,7,2,2,8,5,9,7,1,9,4,8,7,6,8,5,7,5,4,10,4,1,6,7,3,8,1,6,5,3,3,7,2,6,10,9,3,1,4,1,2,8,7,8,6,6,2,5,7,5,6,7,6,5,5,6,5,5,3,8,8,2,9,7,4,4,8,5,2,55.545625361518766,341112,6.033567565926896,29961,108046.43455905723,71.81064730075643,10,12.584651127009444,5.883369962951312,58.99376286471879,86.72300600784101,4.131654301057624,24.04723611457911,8.403513980895427,2.280809043656879,10.929531330250583,4.706890802677982,1.0356120617816806,1.97556106347329,101943.05210612388,10816.702419210067,5203917.336907128,1464198.2528262336,1.701679954683839,0.5677061929994636,0.7752573587698612,34.2945886541183,29.050287095334607,8.179287633607492,18.025880233925424,12.504245606526595,1.9110263944643235,0.34711557716690156,35,48,62,0.32677083898481296,18.914431638693618,7.459192393385596,0.4888506197118681,63.12964125187245,67.54216882568494,2.2605809705808886,0,0,0,0,1
8,75,233,1,1270109.5004867814,UK,North America,7,3,3,7,2,9,0,3,2,0,1,0,0,0,1,0,0,0,1,1,0,1,1,3,7,1,5,4,10,6,4,2,9,3,3,1,4,4,2,1,9,2,2,1,10,3,4,9,8,8,4,5,4,7,5,5,2,5,10,2,5,3,10,1,7,8,8,7,1,4,4,10,2,10,4,9,3,5,1,10,1,9,2,8,5,7,7,8,3,2,3,3,9,10,1,5,4,4,6,9,4,1,5,3,7,7,6,1,1,10,9,7,7,9,8,10,5,7,4,10,7,10,4,6,5,2,7,2,1,8,5,7,9,10,8,3,8,7,7,3,8,8,6,94.80343812814112,854443,9.00923072169866,57327,91867.53663997274,40.27136752703629,16,10.591003114294907,5.055761840788941,109.72793510113794,83.41499798975676,7.5533784799328405,39.019208704684644,9.715487773726736,0.6964879401075712,9.4577312229477,5.49719024630382,1.7024174342944463,1.2405008917025167,94085.00704651576,10501.722835146928,3929838.602700645,2019328.2252158746,1.7260903634864107,0.9236972408133192,0.20088750944169187,53.241610071220805,16.145140666241133,13.304375407539613,22.064357403112997,17.624855860817,1.7956767637259063,0.3789152003074763,30,34,78,0.7709892427699815,15.72801114758331,9.070458928108057,0.8514090003700381,82.92092576909864,33.49006272654465,2.3716606197478294,0,1,1,0,1
13,7,461,0,2322100.704627387,Germany,Asia,1,8,3,6,7,4,0,9,4,0,5,1,0,0,1,1,1,1,1,1,1,0,0,1,6,1,3,5,1,9,3,6,2,8,6,1,5,7,2,7,6,1,2,3,6,7,10,4,10,8,10,8,5,7,2,6,10,2,8,8,4,2,9,5,3,6,9,8,3,3,1,6,5,9,10,8,7,1,4,7,9,7,7,8,3,6,3,4,7,7,5,7,2,2,3,10,5,1,3,2,3,5,3,7,9,8,3,9,4,7,7,6,5,4,1,2,9,9,5,1,6,7,1,3,9,6,9,9,6,9,2,1,1,9,5,10,6,8,3,2,3,7,4,94.62760993993456,735275,9.170412141787434,51955,58845.50559568088,68.53884209012426,59,40.21194550702431,5.884999468180418,81.11235607417026,66.475179324378,9.819219438957653,38.12319674709754,7.040811289833925,0.778389369539128,9.052829573260004,2.1359563294027435,1.5235168799053542,1.2328736046647384,92156.03696415486,11502.883148287212,6442217.738051491,1434248.5705902115,1.2064618284655584,0.5824737846118713,0.3912402250572726,48.86425540284172,16.528837776974513,9.098940914618147,28.58821792909373,10.25831585479006,1.0280802581347617,0.35006962030123256,53,51,79,0.6311333990548391,30.864758053405883,7.260488709470534,0.7232077750120252,77.68500435305535,37.96857719274119,2.3677070163601965,0,0,1,0,1
17,45,465,1,1363877.294767153,Germany,Asia,7,3,3,4,7,2,1,8,4,1,9,1,1,1,1,0,1,1,1,1,1,1,1,1,5,7,5,10,9,7,9,9,3,10,1,2,1,5,5,3,3,7,7,2,5,10,10,7,5,2,3,8,4,2,10,6,10,4,1,10,6,6,2,5,4,6,2,8,9,9,5,4,6,10,5,10,2,1,9,1,5,2,9,10,7,9,2,4,3,9,6,3,10,2,4,10,6,2,10,3,4,9,2,1,10,2,4,8,7,9,4,7,3,9,7,4,7,3,1,6,10,4,4,7,2,6,9,2,6,10,5,1,7,3,4,10,5,7,5,7,1,7,2,97.59046320991013,299965,6.860345626812963,69232,133344.519251029,71.82013513633302,42,17.858159270819343,7.524013373050007,77.44956688056655,83.34703725848493,4.037457251264923,12.354670681023148,1.6648774909615063,2.608547500456273,10.316851184074922,2.488094653559542,1.436440881549068,1.6090804674346622,102967.35242386805,7399.116491508562,6154493.34601154,2563329.019200047,2.1852432890841724,1.4431686350421886,0.6976299729947257,22.458512867208906,39.30144109604635,6.825913368988399,10.872831916195565,16.292261641736783,0.5090933118769028,0.30471446375026046,68,54,74,0.6487606303524597,32.04263207784622,3.612300151142623,0.5932357915216437,75.16133695236302,64.23650852150124,1.133736953837773,1,0,0,1,0
7,29,100,1,145329.0544868902,Germany,Asia,8,9,1,5,1,10,0,7,10,0,7,0,0,1,1,0,0,0,1,1,1,1,1,9,4,9,9,10,3,2,5,3,5,3,7,6,3,5,3,9,6,8,6,8,8,7,9,8,8,9,1,3,3,4,9,4,1,5,1,6,7,6,3,1,6,7,8,2,7,1,5,2,5,2,7,3,8,8,7,7,1,8,3,10,4,10,4,1,4,8,9,10,10,9,2,2,1,9,7,10,6,8,5,1,5,6,6,9,4,2,5,2,3,3,8,3,8,7,8,7,8,7,5,5,4,7,10,3,4,4,1,10,1,6,7,1,1,1,5,4,4,2,4,68.260429687563,381760,8.052367500106804,69711,110131.52456101924,51.15076919681306,52,16.03265303917929,9.819534828890099,95.24317776330565,65.56214656274383,13.26831888500226,31.664304167037184,9.365665475029786,2.78965528391499,8.472983771220745,3.70966167839099,1.5747944348266074,1.9549763500594506,66600.6987376575,10393.641661338137,6280403.470898974,1988406.569449863,1.763510877867713,1.0433416832252247,0.4000765289239253,54.319810760444135,14.62614480339185,11.41210008656767,15.013380388942577,18.85293680306753,1.3516777064586214,0.38507004982739346,50,58,108,0.7811108349881903,30.0806930678469,8.16036050811573,0.7007002376158644,90.26282093942999,37.204347140385096,2.8828044038520604,0,0,1,0,0
14,94,373,0,323695.09250433487,UK,Europe,2,4,3,1,3,5,0,7,1,1,9,1,0,1,0,1,0,0,0,0,1,0,1,8,3,1,3,1,2,10,7,3,2,2,10,2,5,2,4,8,7,5,1,9,10,8,10,9,10,7,5,7,10,10,9,6,1,1,1,10,5,10,3,10,1,2,4,9,9,3,4,1,9,7,4,8,7,6,8,9,6,1,5,7,10,10,8,9,6,8,2,8,5,1,5,6,6,2,8,9,1,9,3,9,8,3,5,5,8,3,9,9,4,4,2,7,1,8,7,9,5,8,2,4,9,10,7,8,2,1,1,6,10,3,4,1,2,3,7,8,5,5,3,83.5836814056988,934054,5.52946516126235,41930,108745.4295345535,64.37923363234033,22,26.340690310405357,9.235962094283245,112.15184003175385,61.566676006390104,17.298045215934266,25.124091994373266,9.78056827499513,2.9819638328366915,11.164841857310993,2.866189261449198,1.2007183942120525,1.2866936607394435,113490.53910852647,8095.832376981689,5323307.0791655015,2887186.4014913286,1.0984098909471312,0.5222077940183738,0.7045230864042928,43.08069469746075,34.26162391185116,14.860272328517459,23.60467759774906,9.043114440173326,0.5630234044137508,0.26682238262933816,63,35,41,0.6327370606630938,15.32293913467961,5.200837919619299,0.3103307996236893,67.92761938580901,78.1463065757737,2.6020265719237416,0,1,1,1,1
2,78,24,1,-303030.12857930316,China,Asia,3,4,3,10,3,8,0,1,8,1,6,1,0,0,0,0,1,1,1,1,1,1,1,1,6,4,8,1,7,2,3,6,4,6,4,8,10,8,5,7,5,2,5,1,4,5,8,8,8,8,5,5,9,2,8,5,2,9,10,5,4,2,9,3,7,3,8,6,1,5,8,4,6,1,6,4,3,4,5,5,7,4,2,2,5,5,5,8,3,1,4,6,3,1,4,3,1,8,5,6,8,9,6,7,10,9,8,9,10,9,9,1,9,1,7,8,7,4,9,6,10,5,7,5,3,2,4,10,1,5,2,10,6,2,7,9,3,7,1,8,3,1,7,52.141773671037456,855602,7.200134876347567,71358,104272.0740903111,39.83264775989154,22,18.23294939969813,5.674022273581299,87.41865659095328,66.03414452982298,17.673347384571734,26.59586135140556,5.30098506518134,2.633252864761795,5.781570084392666,2.7866386122117404,1.8463930319858013,1.4055952395154965,79139.4363637192,8355.61092798054,4472279.01929883,2263591.0690651448,1.9181823204351534,1.3597289042067777,0.48788798565938324,42.866763953506606,13.606660363691178,18.64878022233755,8.389355624144322,19.297563114553476,1.5012072248526453,0.37226343323924094,47,46,71,0.5121262681098528,20.661233033288475,7.374256827308484,0.7721995168199274,80.65803748993983,58.28084842452807,2.6394576137427066,1,1,1,0,1
15,7,152,1,1280724.7028512275,Germany,North America,2,9,1,1,6,2,1,10,2,1,2,0,1,1,0,1,1,0,0,1,1,1,0,3,4,7,7,1,10,2,10,8,7,4,5,6,3,1,5,9,8,3,10,3,1,10,5,2,4,4,8,1,8,1,6,2,4,7,4,3,2,6,10,7,5,5,6,4,6,1,9,8,9,2,1,10,9,2,3,6,6,2,6,3,9,8,6,2,3,6,2,4,2,6,7,1,5,10,4,3,9,7,5,1,4,8,6,10,7,7,4,3,8,9,8,10,1,2,6,3,4,3,2,10,7,2,1,1,1,4,8,2,9,8,4,1,4,7,8,2,3,1,1,83.282577258024,586263,8.86834450440874,45795,91044.2893759082,59.66239599692868,29,15.893537291788116,7.683294953403453,110.35686999613789,86.17132993408364,3.524109617497671,16.712926914016137,4.1359281678965525,1.4369420759914444,8.73583649493019,5.885554565292082,1.660981610943761,1.672557957904125,104777.2107268522,10433.873221693064,6096002.55237013,2591199.938082637,2.457783171808922,1.1456855675744415,0.3076902467479414,56.8805518090806,36.857189231752244,4.138162857075766,20.655287935598192,19.37660001404047,0.9396437544557388,0.40872855917465345,55,34,54,0.5345685687507067,35.48228744657574,9.340154176286925,0.2881428903241225,67.15222920640801,36.24607529121216,1.1071857346947838,0,0,1,0,0
