Age of company (years),Internet Activity Score,Employee Count,"Team Size Growth (0: No, 1: Yes)",Last Funding Amount ($),Country of company,Continent of company,Investors in Seed,Investors in Angel/VC,Number of Co-founders,Number of Advisors,Senior Leadership Team Size,Total Team Size,"Top Angel/VC in Previous Round (0: No, 1: Yes)",Number of Repeat Investors,Sales Support Material Count,"Worked in Top Companies (0: No, 1: Yes)",Average Past Company Size,"Part of Startups Before (0: No, 1: Yes)","Part of Successful Startups Before (0: No, 1: Yes)","Partner in Big 5 Consulting (0: No, 1: Yes)","Has Consulting Experience (0: No, 1: Yes)","Product or Service Company (0: Product, 1: Service)","Vertical Focus (0: Single, 1: Multiple)","Data Focus (0: Private, 1: Public)","Consumer Data Focus (0: No, 1: Yes)","Data Structure (0: Structured, 1: Unstructured)","Subscription Based (0: No, 1: Yes)","Cloud Based (0: No, 1: Yes)","Market Reach (0: Local, 1: Global)",Random Feature 1,Random Feature 2,Random Feature 3,Random Feature 4,Random Feature 5,Random Feature 6,Random Feature 7,Random Feature 8,Random Feature 9,Random Feature 10,Random Feature 11,Random Feature 12,Random Feature 13,Random Feature 14,Random Feature 15,Random Feature 16,Random Feature 17,Random Feature 18,Random Feature 19,Random Feature 20,Random Feature 21,Random Feature 22,Random Feature 23,Random Feature 24,Random Feature 25,Random Feature 26,Random Feature 27,Random Feature 28,Random Feature 29,Random Feature 30,Random Feature 31,Random Feature 32,Random Feature 33,Random Feature 34,Random Feature 35,Random Feature 36,Random Feature 37,Random Feature 38,Random Feature 39,Random Feature 40,Random Feature 41,Random Feature 42,Random Feature 43,Random Feature 44,Random Feature 45,Random Feature 46,Random Feature 47,Random Feature 48,Random Feature 49,Random Feature 50,Random Feature 51,Random Feature 52,Random Feature 53,Random Feature 54,Random Feature 55,Random Feature 56,Random Feature 57,Random Feature 58,Random Feature 59,Random Feature 60,Random Feature 61,Random Feature 62,Random Feature 63,Random Feature 64,Random Feature 65,Random Feature 66,Random Feature 67,Random Feature 68,Random Feature 69,Random Feature 70,Random Feature 71,Random Feature 72,Random Feature 73,Random Feature 74,Random Feature 75,Random Feature 76,Random Feature 77,Random Feature 78,Random Feature 79,Random Feature 80,Random Feature 81,Random Feature 82,Random Feature 83,Random Feature 84,Random Feature 85,Random Feature 86,Random Feature 87,Random Feature 88,Random Feature 89,Random Feature 90,Random Feature 91,Random Feature 92,Random Feature 93,Random Feature 94,Random Feature 95,Random Feature 96,Random Feature 97,Random Feature 98,Random Feature 99,Random Feature 100,Random Feature 101,Random Feature 102,Random Feature 103,Random Feature 104,Random Feature 105,Random Feature 106,Random Feature 107,Random Feature 108,Random Feature 109,Random Feature 110,Random Feature 111,Random Feature 112,Random Feature 113,Random Feature 114,Random Feature 115,Random Feature 116,Random Feature 117,Random Feature 118,Random Feature 119,Random Feature 120
11,70,400,1,1028169.2535337129,UK,North America,4,2,2,6,4,3,1,3,1,1,5,1,1,0,0,1,1,1,0,1,1,1,0,5,1,5,9,9,4,3,3,2,2,5,8,7,9,10,8,7,10,1,5,1,3,7,8,2,7,2,1,6,4,9,8,5,8,3,9,6,6,7,2,9,1,4,7,6,3,5,9,1,10,3,6,7,2,1,1,2,4,4,1,3,1,3,2,5,5,8,4,7,10,4,4,1,4,2,1,3,3,2,4,8,3,8,1,10,10,3,2,1,5,5,10,8,5,8,7,9,9,5,6,10,4,7,9,1,3,5,10,10,10,10,8,5,4,8,7,8,1,1,7
12,57,86,0,753970.567955582,China,North America,5,1,2,6,9,3,0,5,3,0,10,0,1,1,1,0,1,1,1,0,0,1,1,8,10,6,8,5,9,10,3,4,10,4,10,6,7,1,7,9,8,7,6,3,7,8,5,5,5,2,2,8,6,8,8,5,6,6,4,4,5,9,6,3,9,1,6,4,6,7,3,10,6,10,8,5,1,2,6,5,9,1,3,3,1,3,7,10,8,3,10,10,9,3,2,7,6,9,2,10,6,10,10,8,1,6,10,1,10,2,9,1,5,4,2,10,2,7,8,8,6,5,5,5,2,10,7,10,10,1,8,4,9,3,9,4,5,3,2,3,2,10,9
11,94,405,1,660478.3240517557,India,North America,2,2,1,5,1,6,1,8,2,1,3,1,0,1,1,0,0,1,0,1,0,1,0,2,1,4,6,2,1,8,8,2,9,8,1,9,9,3,5,1,9,10,10,4,6,8,1,10,9,9,4,8,10,8,1,8,6,8,3,3,4,9,4,2,6,5,5,4,6,1,1,5,3,4,7,5,2,4,8,3,1,4,7,4,2,3,6,10,5,10,8,10,6,10,9,7,10,6,1,2,7,2,8,7,2,5,5,8,10,4,1,10,4,2,10,3,1,2,3,3,9,8,5,8,1,4,7,9,8,5,3,1,2,6,6,8,10,3,6,10,2,8,10
8,8,413,0,623037.014621424,Germany,North America,4,7,3,6,5,5,1,3,5,0,5,1,1,1,1,1,0,0,0,0,0,1,1,5,7,3,2,2,3,9,7,6,6,1,10,4,4,6,7,2,4,1,5,6,7,7,7,4,5,3,7,4,8,2,7,5,4,1,10,9,4,7,2,4,5,8,10,1,5,9,8,1,10,6,7,4,7,5,5,8,9,9,3,3,3,6,8,5,5,4,7,6,3,2,1,8,7,4,5,5,9,2,7,10,1,4,4,2,9,7,9,4,2,9,3,7,9,1,9,9,9,6,5,7,6,6,7,2,5,1,8,9,2,9,10,5,3,8,9,8,10,6,5
7,58,130,1,969149.0242231544,UK,Asia,7,2,4,6,2,10,1,10,9,0,2,1,0,1,1,0,1,0,1,0,1,1,0,5,6,10,3,6,9,3,5,10,1,7,3,8,3,4,4,6,10,10,6,4,3,7,3,3,1,8,7,9,3,9,7,1,3,10,1,2,9,4,8,4,10,7,3,6,5,3,1,8,2,8,6,4,3,5,10,8,2,7,1,1,7,10,2,8,8,6,9,1,9,3,6,8,3,3,9,9,10,9,1,5,3,8,7,7,9,4,5,6,1,3,10,4,10,4,4,6,1,1,10,10,7,9,7,4,7,6,8,4,3,8,1,3,8,7,3,2,7,4,4
14,28,70,0,538696.354227701,India,North America,7,4,1,2,8,10,1,4,8,0,6,1,1,1,0,0,0,0,0,0,1,1,0,9,5,1,4,3,8,5,8,6,5,9,4,9,7,5,2,6,8,1,3,1,10,3,7,10,8,9,5,4,3,7,3,2,1,1,6,1,9,3,7,8,9,8,7,5,8,4,5,7,7,1,8,9,3,5,5,5,3,10,10,8,1,3,1,4,6,3,2,9,5,4,8,9,4,6,8,7,7,1,2,2,2,6,9,8,4,6,2,8,4,4,6,9,6,9,1,6,10,3,4,1,8,9,10,1,9,6,3,6,4,7,5,9,4,6,10,3,2,4,4
10,77,36,0,1760461.7143976644,India,North America,7,3,3,9,3,10,1,7,6,1,8,1,0,0,0,1,1,1,1,1,1,0,0,8,9,6,5,7,9,7,6,2,10,5,8,5,3,9,4,9,9,5,7,8,3,6,2,3,2,6,4,4,4,10,9,8,7,4,10,5,6,7,9,5,4,3,3,6,5,2,5,5,3,9,8,3,3,6,3,4,10,6,7,4,6,6,6,1,3,8,5,2,10,5,3,3,5,2,7,10,1,1,9,10,9,5,5,3,9,7,4,2,5,3,3,4,7,1,2,1,8,1,5,10,7,9,5,3,6,10,1,1,3,2,3,9,8,4,10,5,8,9,9
2,42,256,1,800471.1541176796,USA,Europe,4,2,2,2,1,9,0,8,10,1,8,1,1,1,1,0,1,0,1,1,1,0,0,7,3,2,3,4,4,4,10,3,1,4,8,2,7,6,1,6,10,9,8,7,8,3,7,4,2,5,7,8,6,3,10,8,10,10,8,3,1,2,9,8,2,8,3,7,7,10,5,6,8,3,9,10,9,4,3,7,7,4,1,2,3,7,1,4,10,9,6,2,9,2,7,6,3,4,9,2,9,6,7,7,7,2,6,6,4,5,2,10,7,8,5,10,4,6,10,9,5,6,3,1,2,9,9,5,5,9,3,7,1,4,5,4,1,2,3,8,3,2,8
9,6,32,1,1197105.7153047253,USA,North America,7,3,3,4,1,7,0,5,9,1,6,0,0,0,1,1,1,1,0,0,1,1,0,4,8,10,4,1,2,2,10,9,7,8,8,1,5,1,8,6,1,5,7,7,8,1,8,1,10,5,7,1,7,1,9,6,10,10,4,6,1,3,5,9,10,6,6,6,5,5,6,4,4,6,7,2,9,6,2,10,4,9,2,7,8,8,5,2,8,5,9,1,10,7,2,1,5,8,6,8,6,8,4,2,3,5,9,4,1,7,10,9,9,5,7,6,3,10,6,6,1,7,8,7,1,6,10,7,2,9,9,8,3,9,2,3,10,2,9,1,4,8,5
14,51,150,1,1369072.722129225,China,North America,7,7,3,10,2,3,0,7,1,1,6,1,1,1,0,1,1,0,0,1,1,1,1,2,10,5,2,4,10,7,7,1,8,1,5,6,8,9,7,3,4,5,4,9,5,3,10,5,2,8,2,8,4,10,6,6,5,6,10,2,5,6,2,8,7,5,2,8,5,1,5,9,7,8,1,3,9,3,3,10,1,10,3,4,8,4,2,1,1,4,1,10,5,9,4,4,10,1,4,1,7,7,6,4,9,10,8,6,1,4,4,10,9,5,6,5,7,4,5,1,2,2,6,8,9,3,8,8,9,1,4,3,6,4,10,4,9,8,1,2,3,9,10
6,1,104,0,621420.9942274711,China,Europe,1,1,2,6,6,8,1,9,2,0,8,1,0,1,0,1,0,1,1,1,0,0,1,2,3,5,7,3,9,1,9,7,4,9,7,3,3,1,10,6,5,3,2,10,2,10,8,8,10,8,7,3,8,3,2,1,3,5,7,6,10,1,10,8,4,2,10,1,9,10,10,5,5,8,3,1,10,8,9,1,1,10,1,8,6,3,8,1,3,5,7,6,10,6,8,1,8,5,4,6,1,1,6,1,3,7,9,10,2,4,2,1,1,10,3,10,10,10,5,10,1,2,8,6,1,7,3,5,6,9,8,5,1,6,10,1,9,4,1,5,3,1,1
2,51,315,0,1100471.1155559106,China,North America,8,4,3,6,5,6,1,2,8,1,8,0,1,1,1,1,0,0,1,1,0,0,0,9,8,9,8,3,5,9,2,8,8,4,9,2,3,2,3,7,7,8,1,10,4,10,3,7,6,1,3,6,9,6,5,3,10,1,7,1,3,9,4,9,6,6,3,10,6,3,9,5,1,2,3,8,10,5,4,10,9,1,3,8,8,6,1,1,9,3,7,1,10,9,1,6,10,1,6,7,4,10,7,6,9,4,6,3,6,3,8,7,5,10,1,1,8,10,2,5,8,1,5,1,1,4,10,5,9,7,9,1,6,5,2,6,3,1,7,4,8,8,5
12,21,228,1,1766813.4046042725,USA,North America,6,8,3,4,1,1,1,3,5,1,1,0,1,1,1,0,0,0,1,0,0,1,1,10,9,3,2,7,7,6,9,1,3,5,9,6,6,7,3,4,8,4,2,10,8,6,8,7,5,1,5,9,7,10,7,4,4,7,9,5,7,1,4,3,6,8,1,9,4,5,8,5,8,10,5,6,8,8,1,7,10,4,3,8,7,8,2,1,5,5,2,7,8,2,10,7,10,10,2,2,3,9,4,3,4,8,6,1,8,4,8,6,2,6,9,6,4,9,7,9,2,10,1,10,3,4,1,4,3,1,8,10,10,3,8,8,4,7,10,6,6,10,2
8,77,136,0,532610.8666644968,USA,Europe,4,6,2,3,7,9,1,10,9,0,4,1,0,1,1,1,0,0,1,1,0,1,1,8,3,2,3,3,4,1,7,7,5,9,7,10,2,9,6,2,4,10,1,5,2,10,3,2,1,9,8,8,5,8,9,4,3,8,4,3,4,6,3,4,10,1,3,2,8,6,10,6,10,6,5,9,9,7,5,1,2,7,10,6,9,10,2,2,6,7,6,1,10,6,7,5,8,9,6,10,1,5,9,5,9,6,10,4,3,9,9,4,6,7,10,6,2,7,5,1,1,9,3,5,6,6,3,10,8,2,8,8,7,1,2,5,3,5,10,7,3,3,10
19,90,113,0,175341.5748248368,Germany,Europe,6,6,4,6,2,9,0,5,4,0,4,0,0,0,0,1,0,1,0,0,1,1,1,1,8,6,5,1,4,2,10,5,5,8,10,7,9,5,9,8,5,4,9,8,6,3,9,3,4,1,3,6,8,10,8,5,9,5,2,9,2,1,10,5,1,9,9,7,1,9,3,7,1,3,3,8,10,5,7,6,10,1,10,7,9,1,7,9,8,1,5,9,3,9,5,6,3,7,7,9,5,2,1,9,5,1,3,6,9,1,5,9,2,2,3,2,4,1,1,2,2,7,9,6,8,2,2,9,3,4,8,1,6,7,6,7,2,7,1,2,10,6,8
18,39,254,1,1065519.4731602317,USA,Europe,3,5,4,9,10,9,1,5,10,1,9,1,0,0,1,1,1,1,0,0,0,1,1,4,4,3,8,4,1,7,9,10,9,10,2,9,9,4,9,10,5,4,1,4,7,4,6,9,5,3,2,8,4,7,7,7,5,5,5,3,7,7,9,3,8,2,7,10,5,6,7,10,9,2,8,10,3,10,5,3,6,9,8,4,8,5,5,8,3,6,2,9,9,7,3,3,9,4,4,7,1,7,5,5,4,7,10,4,1,5,6,1,1,4,6,8,10,4,6,2,7,10,6,2,10,9,5,5,3,5,4,10,8,2,4,9,7,10,9,1,9,1,10
2,81,81,0,1160753.8998876028,China,Europe,5,6,1,10,10,6,0,8,3,1,7,0,0,1,0,1,0,1,1,1,0,0,0,2,1,9,6,5,1,5,2,1,7,8,7,5,3,5,9,6,6,2,9,10,5,1,6,7,5,5,8,6,3,6,4,7,4,9,1,6,5,10,6,9,7,2,2,9,10,9,9,8,3,5,1,5,8,5,9,2,3,3,10,5,5,2,5,10,7,3,1,4,6,8,7,2,9,2,7,2,4,9,9,10,10,6,5,6,4,10,1,6,3,8,4,7,8,9,2,7,6,6,1,10,4,7,5,3,7,10,2,7,4,8,10,6,9,3,4,9,5,4,3
18,37,124,1,297185.50871282304,India,Asia,2,3,1,3,4,5,1,6,6,0,2,1,1,0,1,1,1,1,1,0,1,1,1,2,9,6,6,4,2,9,5,2,2,6,1,3,2,10,5,6,3,8,4,7,10,2,7,4,7,8,10,2,4,2,9,10,1,2,7,7,2,3,7,5,10,7,1,1,8,5,3,10,1,9,4,9,8,1,3,4,10,4,4,7,10,10,8,3,1,2,7,6,10,3,7,9,8,8,1,8,10,4,1,7,2,9,2,9,6,5,9,10,2,3,10,9,1,6,6,1,1,4,3,8,8,6,2,8,10,1,8,3,3,6,1,2,5,5,2,5,5,8,10
16,17,26,1,758590.9730047211,Germany,Asia,7,9,1,7,10,10,1,5,10,1,8,0,1,1,1,0,0,1,1,1,0,1,1,2,8,5,3,4,1,1,9,5,4,5,4,8,1,10,7,3,7,1,2,1,2,9,3,5,5,10,5,3,1,1,5,5,6,6,7,9,8,9,8,3,10,3,2,7,4,4,5,9,7,2,5,4,3,6,8,6,7,7,4,10,5,4,9,5,4,5,1,10,5,4,9,3,1,9,7,7,4,4,3,6,10,7,5,4,3,9,10,5,6,2,6,1,10,1,8,5,8,1,10,10,10,7,8,10,3,6,9,8,7,7,4,10,6,4,2,6,1,4,5
9,54,38,0,264267.9825560674,Germany,North America,8,4,3,6,2,3,0,9,9,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,7,2,3,4,4,9,2,9,6,8,5,1,10,8,6,2,10,3,2,2,5,7,5,5,7,4,3,9,2,5,10,10,9,10,10,2,10,3,2,2,9,2,4,5,2,2,4,10,5,8,4,2,7,6,10,5,6,5,6,5,4,10,10,7,4,6,4,7,6,2,2,1,2,8,7,5,2,8,9,10,5,5,4,6,10,1,4,2,3,6,2,2,1,3,9,4,10,9,2,3,2,2,3,9,8,1,10,9,6,4,8,6,4,5,2,4,1,7,1
12,61,3,0,2068132.637729778,India,North America,3,6,2,9,10,9,0,3,6,0,8,1,0,0,1,0,1,0,1,1,0,1,1,7,5,8,6,9,8,8,10,2,3,5,7,9,10,7,7,5,1,7,3,8,6,6,7,1,3,3,7,4,1,8,1,6,5,6,3,5,7,5,9,2,4,5,8,6,2,1,10,7,9,4,6,8,9,3,6,9,1,1,4,10,8,3,6,4,6,10,7,10,9,9,10,8,9,6,5,9,10,7,8,7,2,4,9,9,1,5,1,9,7,8,4,9,4,1,3,8,5,8,4,8,8,3,1,8,4,3,7,10,10,5,5,1,3,5,2,9,4,10,4
2,99,128,1,1662011.8294586595,Germany,North America,6,2,3,1,5,3,1,7,8,0,3,0,1,1,1,0,0,0,0,0,1,1,1,5,10,1,10,9,6,5,2,9,7,1,5,10,1,6,7,7,8,4,10,4,9,4,5,4,8,7,1,3,8,9,7,2,10,7,3,10,8,10,2,1,7,6,9,9,10,7,10,3,6,4,1,7,6,7,6,4,7,2,7,9,1,1,10,4,10,2,2,5,3,5,8,1,6,10,3,4,10,10,7,10,5,5,2,7,5,6,8,6,2,4,7,1,7,7,5,2,10,4,8,7,4,6,6,4,4,10,2,10,9,10,10,7,5,4,2,8,8,2,7
17,53,317,1,132396.1784646815,Germany,Asia,8,7,2,1,7,10,1,7,6,1,5,1,0,0,0,1,1,0,0,0,1,1,1,7,8,7,3,8,7,10,2,7,8,6,5,10,4,1,2,2,9,10,5,6,1,7,4,6,1,5,10,6,3,8,7,8,7,8,3,4,5,4,7,2,7,5,4,5,10,1,1,6,6,3,8,8,4,3,9,4,5,10,10,7,2,1,9,3,1,3,9,3,4,4,10,8,4,5,3,5,4,7,3,7,2,9,7,7,7,7,2,6,9,7,2,3,2,2,5,5,2,9,2,2,1,10,4,8,3,1,3,1,3,3,1,9,1,8,4,1,1,2,1
13,11,404,0,1863584.2276664176,India,Asia,2,6,2,1,1,10,1,8,2,1,9,1,0,1,1,0,0,1,0,1,0,1,1,2,7,9,1,4,10,7,9,6,9,8,7,7,4,1,6,7,5,3,2,3,5,7,3,9,2,10,9,8,9,6,10,8,6,7,1,2,1,7,3,2,8,6,9,8,10,5,1,9,1,2,10,7,1,5,1,6,3,1,9,7,2,8,5,2,6,9,8,1,5,9,2,10,6,7,10,2,1,1,10,9,9,9,9,5,6,5,1,4,5,3,3,6,8,9,9,2,5,5,6,8,1,8,5,2,4,10,6,9,4,7,2,6,9,6,8,8,4,9,1
5,63,154,1,1148520.1887892634,USA,Europe,8,7,4,1,4,1,1,1,7,1,9,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2,3,1,1,5,8,4,1,4,4,4,5,1,1,2,1,9,2,2,5,7,1,1,8,7,2,2,4,6,4,5,2,10,3,10,2,2,6,5,1,7,6,7,2,8,2,6,3,1,5,1,2,7,7,10,7,3,7,10,1,10,3,6,9,7,2,4,2,6,5,2,1,4,4,4,10,7,7,7,4,6,10,8,7,5,7,10,1,4,9,10,2,8,2,3,7,1,3,3,4,3,9,7,4,4,3,8,6,3,7,2,6,3,6,7,3,1,5
11,13,155,0,920821.8614501745,Germany,North America,5,4,1,2,2,5,0,6,7,1,9,1,1,1,0,1,0,1,1,1,0,0,0,9,1,2,4,2,3,9,7,8,1,7,7,2,4,5,4,3,5,2,8,10,4,6,7,10,10,10,7,3,8,10,3,7,2,7,7,4,2,10,1,9,9,8,8,3,10,5,4,9,3,2,3,10,3,9,6,4,6,3,4,3,4,10,8,4,7,5,6,5,7,7,2,8,6,6,1,3,4,6,7,1,4,8,10,5,1,7,3,1,6,7,4,5,1,3,2,2,2,4,6,9,4,5,4,3,4,8,1,3,10,2,7,3,1,2,9,2,10,9,10
14,80,496,0,1615920.3925889768,UK,Europe,1,2,4,9,1,7,0,1,9,0,1,0,1,1,0,1,0,1,1,0,0,0,0,9,10,1,5,9,8,1,6,9,7,10,2,3,4,9,4,10,4,6,7,10,5,6,7,1,2,4,9,7,3,10,2,7,6,5,2,7,5,10,7,3,4,8,8,5,9,3,1,1,3,3,2,9,9,6,8,6,9,9,7,6,8,1,8,7,4,8,10,1,7,3,6,6,4,1,10,3,3,7,9,6,10,7,10,1,9,4,3,5,3,1,10,6,6,9,8,6,1,10,1,8,5,5,5,4,8,4,5,2,1,6,10,8,7,2,6,8,6,2,6
19,60,98,1,1521888.5972243785,USA,North America,6,6,1,3,1,5,1,7,8,1,2,1,0,1,0,0,1,1,0,1,0,0,0,10,8,5,10,4,5,2,6,6,2,1,5,3,2,3,6,5,9,1,2,4,8,5,1,7,7,4,3,6,6,8,7,3,10,6,3,5,6,4,4,7,1,8,10,5,4,1,1,8,2,10,6,2,8,10,2,2,10,6,6,7,6,9,7,1,7,9,10,6,7,2,10,5,6,6,6,2,7,9,5,5,8,6,9,10,10,3,10,9,7,2,1,8,4,7,1,6,3,6,6,7,1,6,1,10,1,9,10,2,7,8,7,1,3,5,3,4,8,2,8
16,73,95,0,849745.9499263889,UK,North America,4,5,2,4,10,6,1,2,7,0,6,0,0,0,0,1,1,1,1,0,1,0,0,4,3,2,1,8,5,10,2,5,8,6,5,3,6,9,6,5,10,10,10,9,1,5,6,7,8,4,10,8,6,1,5,8,7,3,10,8,4,10,5,6,1,5,4,8,7,7,9,7,4,8,1,1,2,3,3,1,5,8,9,7,1,4,4,6,4,7,9,3,3,10,9,9,1,5,6,5,7,6,9,1,9,1,6,2,5,2,2,4,7,4,10,6,6,1,9,5,9,5,7,7,7,1,4,5,5,4,2,2,2,7,5,9,7,9,1,3,2,8,7
9,93,415,0,615974.1819833785,UK,North America,2,5,4,2,1,9,0,6,1,1,6,0,1,1,0,0,1,1,1,0,1,1,1,1,9,2,6,10,3,2,7,2,5,4,3,3,1,4,3,2,8,4,1,4,9,5,2,5,4,3,3,10,1,9,1,5,2,3,3,6,8,9,10,1,1,9,9,10,3,4,3,8,5,3,1,9,8,5,1,4,9,5,10,2,6,8,5,7,4,2,8,9,3,7,8,2,9,4,3,4,8,8,9,4,10,5,3,3,9,3,5,2,7,3,8,9,4,4,1,8,9,1,1,9,6,10,10,10,5,6,4,4,1,3,8,4,5,9,6,8,9,4,8
6,23,114,0,973417.9520870746,USA,Europe,2,9,1,4,9,3,0,8,4,1,3,1,0,1,1,0,0,0,0,0,1,1,0,3,8,5,3,4,10,5,3,10,8,2,9,6,7,7,9,1,10,3,3,1,5,6,9,2,7,8,6,2,4,7,9,5,2,10,8,3,10,3,7,3,7,6,6,9,4,2,9,1,1,6,2,10,2,3,9,7,8,8,5,9,3,7,7,1,5,3,9,2,1,5,3,1,6,6,6,6,1,4,7,1,1,2,9,7,3,3,2,3,9,1,5,1,7,10,3,3,4,1,10,9,9,7,1,9,9,9,6,8,1,8,7,8,8,4,3,9,4,2,2
7,14,64,0,1126052.7360152237,Germany,North America,1,4,3,9,7,7,0,8,9,1,8,0,1,0,1,0,0,0,1,0,1,1,1,2,2,7,7,6,8,4,8,6,8,2,8,5,2,9,1,9,7,2,1,4,4,3,10,2,7,6,7,5,10,4,7,9,8,3,3,3,7,1,6,8,7,1,9,3,5,9,9,6,5,4,9,10,9,2,3,9,3,2,2,2,6,6,7,2,4,5,1,3,6,9,5,6,8,8,3,1,1,2,7,9,7,9,2,10,1,6,9,3,7,2,3,10,6,5,2,5,4,6,9,3,8,5,3,2,7,1,1,5,10,1,5,7,10,2,8,10,2,6,7
14,39,218,0,1330119.4071134515,China,Europe,4,4,4,1,4,2,0,7,6,0,2,1,1,1,1,1,1,1,0,0,0,1,1,4,4,9,3,9,4,1,2,2,4,9,4,1,6,10,4,4,4,10,2,7,9,6,9,9,7,10,4,6,6,10,6,8,9,6,10,2,1,5,4,5,7,4,3,6,3,3,2,4,5,9,5,3,1,5,3,3,7,8,4,6,8,1,5,8,1,2,7,5,1,9,2,8,2,8,9,1,7,2,6,5,1,8,4,9,7,8,5,6,1,7,8,1,2,10,9,7,7,2,5,3,5,8,4,10,2,8,10,8,9,10,10,4,5,8,3,2,5,5,10
11,15,480,1,734138.806627952,India,North America,3,4,3,3,2,3,1,5,1,1,5,0,0,1,1,0,0,1,1,0,0,1,1,10,8,9,2,5,2,2,8,1,7,5,9,4,6,3,7,9,6,8,5,3,8,10,5,7,9,8,8,10,9,5,6,6,8,7,7,2,7,9,3,9,1,7,3,10,5,1,6,7,1,8,5,5,3,8,9,4,1,10,6,8,4,5,10,10,9,3,4,8,8,7,3,3,3,3,3,10,2,2,2,9,4,10,9,7,5,8,3,8,7,10,7,5,2,6,3,4,4,8,9,4,8,1,5,4,5,9,9,3,1,10,1,9,4,7,3,1,3,6,5
1,7,422,0,1061770.4067030165,USA,Europe,8,4,4,9,3,4,0,4,7,1,5,1,1,0,1,0,1,1,1,1,0,1,0,2,5,8,6,1,5,5,5,9,7,5,8,3,6,6,7,10,1,9,7,6,7,3,10,4,3,10,5,7,5,2,6,5,3,9,3,10,1,3,9,6,9,6,5,4,7,9,7,1,8,6,6,6,3,6,8,7,5,7,6,9,5,1,3,5,8,1,6,4,10,3,6,3,5,6,4,8,9,2,8,9,9,3,5,3,5,7,5,2,4,7,9,10,10,8,3,2,4,7,1,6,5,2,9,1,4,8,6,4,5,10,9,9,8,7,4,10,1,10,2
3,92,259,0,-504193.1544998372,China,Asia,5,7,3,1,2,7,1,10,7,1,10,0,1,1,1,0,1,1,0,1,1,1,1,8,4,4,10,3,9,1,1,10,4,9,9,10,10,1,1,5,1,1,2,4,5,1,1,9,8,10,10,1,7,3,3,6,10,3,7,10,6,1,6,4,1,3,3,3,6,10,3,4,7,1,7,5,1,7,6,5,7,3,5,10,1,4,2,2,10,1,5,6,5,4,8,8,1,5,4,4,2,10,7,3,6,3,3,8,4,7,3,8,10,2,9,2,5,5,8,10,1,3,1,8,7,7,1,1,8,8,1,5,4,3,8,6,9,1,8,8,8,2,8
14,55,489,0,1382559.4106477133,China,Asia,3,8,4,10,8,6,1,5,4,1,2,0,1,1,0,1,1,0,1,0,0,0,1,3,1,5,1,7,1,6,2,8,2,1,9,5,4,7,4,2,5,10,4,6,3,2,9,3,5,2,4,5,1,5,10,5,7,4,7,7,6,9,5,1,10,5,10,3,3,8,5,6,6,4,10,3,1,7,4,10,4,7,9,3,8,3,5,8,4,9,9,7,8,3,8,9,6,6,10,7,5,1,9,7,5,5,1,9,8,2,2,7,9,7,1,1,1,4,7,10,7,8,10,7,7,7,6,7,8,2,8,6,2,10,10,9,8,3,1,2,7,4,1
17,72,481,1,905620.8824895408,China,North America,7,6,2,1,3,8,1,10,7,1,10,1,0,1,0,0,1,1,1,0,1,0,0,7,10,8,3,10,4,4,5,5,10,1,6,3,7,1,6,9,3,6,5,10,3,9,10,6,8,6,5,9,4,10,3,7,5,3,5,9,5,4,7,2,5,2,3,8,5,6,6,3,4,1,5,8,8,6,10,3,8,6,9,8,6,1,10,10,4,4,7,2,7,1,3,8,10,4,1,8,7,8,2,10,3,5,6,1,4,10,5,2,1,5,6,5,9,8,3,1,10,8,5,1,10,9,4,5,7,1,9,5,1,1,2,2,2,10,9,10,2,1,9
12,69,340,1,1123963.071875459,India,Europe,6,9,3,4,7,2,0,9,8,0,4,0,0,1,0,1,1,0,0,0,0,1,1,3,5,2,5,4,10,6,6,4,4,10,3,4,6,4,3,9,7,3,2,7,6,10,7,7,2,5,6,3,5,5,2,4,1,2,5,7,5,3,9,6,10,7,10,7,4,5,5,7,1,7,3,1,8,1,8,9,10,4,6,5,5,3,3,8,9,5,2,8,8,8,8,6,10,8,3,9,10,3,8,4,7,7,6,2,4,9,7,5,7,9,6,4,9,5,4,1,9,9,5,3,6,9,2,10,8,6,1,8,5,2,3,3,5,8,8,6,9,5,1
1,6,2,0,1575269.9635378525,UK,Asia,7,4,4,6,3,4,0,1,5,1,1,1,0,0,0,0,1,1,1,0,0,1,1,8,6,10,10,10,7,9,6,6,4,10,6,3,8,8,4,6,10,2,1,1,3,5,3,5,7,7,2,3,7,3,6,5,5,1,7,6,10,5,7,8,3,7,10,8,8,4,3,10,10,1,7,6,7,4,5,9,3,8,9,9,2,7,6,7,3,10,1,6,4,2,3,5,5,2,10,9,3,2,1,9,5,6,8,8,3,4,1,3,3,2,2,1,1,4,6,2,8,9,4,1,4,9,4,7,6,9,8,2,4,8,1,3,8,2,5,5,8,7,10
